archivo,duration,rms,tempo,zcr,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_contrast,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6
Polibio Mayorga - Jilguerito Alegre (feat. Olmedo Torres).mp3,145.89333333333335,0.09640574,[105.46875],0.07157215450186998,2898.188466063333,3016.0369833246737,5605.389032753193,21.77033284162568,-251.14427,115.29355,-36.820004,53.854095,16.437248,9.377461,5.7741294,8.88621,7.6144247,4.6316004,6.112417,2.158602,2.691906,0.44890198,0.42725086,0.5280063,0.49188858,0.42999795,0.5108481,0.48756978,0.5100025,0.53681535,0.60301524,0.5886309,0.4879287,0.028995851998126192,0.07738923726874726,-0.07957702913458879,-0.06883782247644477,0.004729076975589506,-0.025024252113863724
Prince Fatty - You Know I'm No Good (feat. Hollie Cook).mp3,266.34868480725623,0.17108195,[147.65625],0.049095677244518784,2409.0356650665467,2893.336381803096,4972.295551434732,21.2044907426802,-164.95253,147.49907,-19.151926,43.089695,-8.011084,19.155539,-4.6072283,2.1082249,7.6917815e-05,-2.5152972,1.4032044,1.7632985,-0.833485,0.45412987,0.38795403,0.38349986,0.391388,0.46707505,0.4424493,0.5087865,0.47909376,0.36122972,0.34606606,0.4162747,0.50041044,0.07353544997459605,-0.08335542837625054,0.06586962727585918,-0.030818129231343548,0.0029452089488686494,-0.004281665510043524
Puerto Rico y Su Combo - La Cumbia del Pescador.mp3,261.28256235827666,0.1788477,[90.66611842],0.05152289250644273,2332.862602146561,2660.5391673854892,5033.572323422088,22.15376148779672,-137.11717,162.43196,-44.359135,57.537457,-16.404558,20.789236,-5.372239,1.5412585,3.6162121,-4.2080927,5.50539,-4.2836823,7.507077,0.34815016,0.32035705,0.39308465,0.578172,0.4229055,0.33061644,0.3390789,0.40273818,0.46262863,0.42125157,0.518868,0.4375463,-0.021745689690429015,0.07786783121883788,0.13835288154415332,-0.03427496106799328,-0.009013263305775785,-0.01842961086428889
Quantic & Flowering Inferno - Chambacú.mp3,199.13433106575962,0.16671394,[166.70866935],0.038396817202165805,1995.2463186225882,2593.621406867526,4061.9168322642176,21.784174931060445,-187.08607,154.79158,-29.235924,20.574575,16.725296,25.822962,-2.6522014,15.173963,10.037151,6.892495,-2.1718922,5.312346,-2.017682,0.614914,0.4865743,0.5872947,0.5579128,0.46744248,0.4532874,0.5169944,0.72514683,0.5052784,0.43531114,0.4756316,0.50821036,0.02780200837053886,0.1124210302842405,0.11690439030398628,0.029602716520032515,0.012627540825482878,0.029972355858300815
Quantic - Sol Clap.mp3,231.09333333333333,0.2448961,[114.84375],0.07858965829879427,3481.264202145257,3341.9827078271737,6826.687451429446,21.841348708044276,-137.05273,92.95234,-32.047947,63.24887,-5.3999557,22.58486,7.124219,9.603204,-1.2436312,3.9664347,3.2370014,6.944013,4.7197976,0.5155866,0.5261321,0.6650032,0.5434348,0.5804356,0.58724016,0.5286935,0.48009107,0.47273347,0.527211,0.47978857,0.52067083,0.026453680661764664,0.03269810624075268,-0.0030969635683704977,-0.0730289793939556,-0.03949335517640438,0.002435452277923957
Raja Zahr - A Drummer And A Dancer.mp3,162.3685941043084,0.09876986,[132.51201923],0.06629316956465393,3177.794073410267,3686.199330994273,6945.1831714527025,19.53870220800924,-204.25647,123.25121,2.8143282,39.77077,-12.513875,15.752987,0.306699,9.470951,-1.8462042,5.0553174,-3.1851761,3.755003,-1.657472,0.6431406,0.5323344,0.5041122,0.53490937,0.53321254,0.51445585,0.5018888,0.5461415,0.56766635,0.5268027,0.5821648,0.64484835,-0.0034660902887435037,-0.01408012112161996,0.045296060758082506,0.019527706849588107,0.004973639014972267,-0.009047996360983338
Ray Pérez - Pa' Puerto Rico.mp3,224.88526077097507,0.10451922,[101.33272059],0.10622182886144237,4186.106945889789,3934.833558982371,8890.144817700268,22.653748867292187,-147.23886,104.31142,-32.446697,51.990803,-26.207415,34.29666,-23.267996,19.475962,-14.090164,4.693297,-11.381338,0.8722851,-3.0463984,0.45496747,0.40130496,0.4458393,0.4087289,0.38355651,0.50247294,0.4490094,0.50293165,0.4005115,0.4173089,0.40362725,0.38180223,0.021240279814077324,0.059455433606893725,0.008570019227809925,-0.038665567915991524,0.008791159291324372,-0.004203418899157021
Rhythms Del Mundo - Clocks (feat. Coldplay).mp3,301.68,0.1975515,[132.51201923],0.04042654942154127,2178.2512056968562,2785.8809916702203,4532.438861963633,22.68137721527675,-160.87619,153.14876,-13.181231,43.541466,-0.35575166,19.205704,-2.1581042,8.457669,-5.8964396,4.331657,-7.794864,0.39159548,-1.6616662,0.3939451,0.41880825,0.35435343,0.39795393,0.39310426,0.5455972,0.4219925,0.39141423,0.4285647,0.38414094,0.43954915,0.36582682,-0.2226990486595848,0.1058684957739679,-0.07340850102289048,-0.03612733118390001,0.00874791562674343,-0.03711013099300665
Roberto Torres - Caballo Viejo.mp3,245.44,0.06368293,[93.96306818],0.06905924248202545,3044.445985708583,3208.8165161237434,6356.374221743295,23.026955770422557,-233.72844,122.75727,-39.197918,51.750893,-4.80413,29.607529,-7.4576,17.230711,-0.38271093,-2.698535,6.3790264,-0.7466551,5.2863345,0.39622074,0.388446,0.42069465,0.3915803,0.49091974,0.4774093,0.3847298,0.4103988,0.4259615,0.5439464,0.50203216,0.42348242,0.19239875788792035,0.03207258774623523,-0.09876652478437481,-0.027968727737785182,-0.003658908596721754,0.004271074651132915
Roger Damawuzan - Loxo Nye (Pushin Wood Edit).mp3,333.82403628117913,0.15464245,[123.046875],0.0426051456971204,2235.3667319347774,2711.020984571225,5004.848408319277,21.46652658980359,-167.7526,155.39677,-22.382963,46.45956,-13.0671425,24.547205,11.437004,-5.7354994,7.2239656,3.617,0.18393679,4.544942,-0.199137,0.6086605,0.54891634,0.49511844,0.47495434,0.4836354,0.47273725,0.43295813,0.5334019,0.44064203,0.40139684,0.444819,0.49917188,-0.029439403148316803,0.10533308920056919,0.04202879908717942,0.09589380504172963,0.016934199045309763,0.031072186623510037
Röyksopp - Eple.mp3,218.36045351473922,0.23330064,[105.46875],0.07643017679368919,3364.2628670006347,3440.1939205541385,7058.452099373139,21.427745935013313,-113.5545,116.87021,-29.872246,46.492226,-26.795639,26.31097,-4.601045,26.282726,-3.9323559,9.635787,-6.464332,4.4572954,7.822424,0.41771597,0.49771073,0.403937,0.5023703,0.41034454,0.48365045,0.37803984,0.3541863,0.3536897,0.3259207,0.3368853,0.3755401,-0.08333622552411397,-0.037860896736166584,-0.014640878244607787,0.07361730557261174,-0.008455365677266034,0.004472120663525257
Röyksopp - So Easy.mp3,249.36,0.18292753,[103.359375],0.051161504223602126,2710.588023221232,3297.777376337232,5910.822653085572,19.985785689651227,-161.0043,139.7027,-12.885342,27.183685,-3.5589907,24.129738,-10.224336,20.009027,1.1356797,12.388595,-1.3779131,6.3458376,1.7009177,0.56649095,0.53571504,0.51230824,0.5238958,0.47526136,0.45769784,0.41870397,0.44955766,0.508479,0.5438772,0.5800547,0.5407033,8.772307081394257e-05,0.03870899474029356,-0.008412016494334668,0.0352429296645142,0.016066904366981372,0.024579998130273454
Saint Etienne - Only Love Can Break Your Heart-1.mp3,269.2818140589569,0.16243692,[101.33272059],0.07022543247467126,3176.238204614634,3240.057679196053,6465.41316866849,21.67297847868516,-127.52543,126.305695,-53.71793,50.60336,-10.231595,31.316631,-4.6601353,20.027504,0.49089232,12.6075325,4.8039207,11.136537,5.531997,0.5478329,0.5660074,0.632527,0.5307404,0.5302737,0.48503706,0.44853908,0.5137528,0.57506037,0.78169477,0.5687986,0.52648413,0.12396822163084706,0.07045233592618104,-0.018673990078822127,-0.07123064536851853,-0.00042841687511282946,0.013399830288332023
Sampa The Great - Final Form.mp3,216.778231292517,0.20250866,[95.703125],0.07810088928274957,3315.041806276693,3483.976643771535,6848.01066185331,21.898486840284455,-115.56151,120.100006,-31.236553,43.75093,-7.4529376,15.395348,-6.526106,20.44469,-2.2805996,7.8651247,-1.1328163,13.455447,4.366946,0.46119896,0.40508223,0.4947985,0.5059469,0.64719236,0.5326428,0.49099874,0.63013387,0.48896274,0.4359343,0.46054706,0.53434664,0.09633408002209304,-0.029989090073109008,0.038245063183971625,0.08086646582116072,0.03434537583908409,-0.02952004691212112
Santana - Maria Maria (feat. The Product G&B).mp3,262.01396825396824,0.19523786,[97.50884434],0.04121866986380655,2128.626760618209,2757.9386595369465,4501.0367230597,21.578549521421447,-184.14732,141.3459,-12.087266,40.896618,5.412825,16.173624,1.98124,9.854551,-0.0970586,1.9822785,2.590139,4.4617615,4.3937993,0.5776599,0.51188695,0.48452228,0.4794855,0.53388417,0.46465445,0.41268292,0.44691166,0.44544068,0.49698344,0.46306795,0.49158922,0.07998249485870115,0.009642517301683733,0.03588503826950734,0.037528731784890135,0.030113984940378088,0.007770768342201053
Santigold - Shove It (feat. Spank Rock).mp3,226.13333333333333,0.20663364,[132.51201923],0.05787697077311582,2969.6985606869653,3305.0515497696542,6147.434319929856,20.84061424431272,-125.18439,122.44065,-36.583202,29.180094,-1.7994553,15.149187,-8.022975,14.998159,-1.8940506,7.471991,5.3498554,9.985791,0.28366643,0.50513846,0.5260105,0.5286626,0.5785192,0.57061297,0.6450019,0.51941466,0.45745045,0.481509,0.50187874,0.6292764,0.5050536,-0.14268564538377398,0.020051045370142802,0.05760285552985645,-0.07015136523901043,0.02022065714147291,0.020974107336200143
"Selling, Gold Panda & Jas Shaw - Keeping Txme.mp3",286.32,0.21977724,[126.04801829],0.024473677082910955,1160.549356852932,1867.7401780331195,2141.34354876366,22.349514809551383,-238.47308,174.71625,31.86281,30.122416,-6.5494866,4.8489637,6.6955743,1.0710995,5.054402,7.500039,3.4966538,6.195445,3.766558,0.48410076,0.63075703,0.47134873,0.50244766,0.45117968,0.46274182,0.5568849,0.43819863,0.58608276,0.36536187,0.41028997,0.45091107,-0.07628613631768073,-0.047101879442112214,0.0013699081755109608,0.012679980762477944,0.009358982905388807,-0.002618183494678559
Shams Dinn - Ane Dassi M'we.mp3,229.0,0.14830194,[147.65625],0.06422548320659062,2977.970008000373,3196.582838235839,6203.7589413022815,20.065785865189138,-166.56892,123.4138,-15.7761755,46.132366,-1.9209242,21.399757,-7.2133856,6.9584293,-2.1302655,2.7276435,0.58179915,1.0965534,0.7280256,0.5082335,0.45658398,0.44523388,0.4237894,0.4835695,0.4711088,0.5976488,0.66676,0.5819077,0.58241266,0.48340285,0.47382995,0.089447825247072,0.015861326853805605,0.07486169008536946,0.05958206369972424,0.035598469458084425,-0.00592365977882864
Solange - Losing You.mp3,260.458231292517,0.26954082,[117.45383523],0.046682277447347896,2465.411176885085,3030.788466133494,5130.132315839509,21.299451413314824,-109.06639,144.7534,-23.19871,42.373615,-3.94748,25.367228,-8.179057,19.50358,-0.37278715,7.2431636,4.0939803,8.727524,0.9571735,0.6402075,0.59748614,0.6296876,0.5792335,0.6208081,0.57915527,0.5110672,0.55681825,0.5115686,0.5450372,0.50642717,0.5324023,0.12375106952650093,0.11883100025511971,-0.06745369183279432,0.04113120179698501,-0.010829476539756001,0.012655958990023248
Son Palenque - Cumbia Africana.mp3,206.47183673469388,0.13033177,[120.18531977],0.08942111285844813,3576.938421640475,3490.443876242715,7642.285738288937,21.619902108393106,-146.37433,122.9257,-29.302443,68.140785,-36.851067,30.492329,-5.0588393,15.3459635,0.785765,-0.4546025,-2.2684302,1.1474975,0.23206568,0.58628464,0.3996037,0.30637497,0.3091319,0.39813742,0.53099775,0.36238754,0.2880345,0.3635484,0.36436924,0.52396274,0.58823955,-0.04286384670944394,0.03811410387057822,0.023515837224251913,0.07367280441598684,-0.005639032706182254,-0.038448995780880194
Sonia López - La Pollera Amarilla.mp3,138.69333333333333,0.12974647,[103.359375],0.059153391345630704,2414.2325846075096,2572.410420463756,4634.068956739924,21.523255572343665,-169.71637,158.36267,-51.804264,34.189835,-18.765987,6.6977,-14.860413,-0.18005615,-6.214709,-8.474206,-3.6336315,-6.0497627,-4.253031,0.32782418,0.2905793,0.42219493,0.40928492,0.26806715,0.27216518,0.3334749,0.4999165,0.3461532,0.25141105,0.23733829,0.28786907,0.038441488703544587,0.11948932701646878,0.155301605017468,0.0003444739274640854,0.000444806625217295,0.013831442166173998
Sonora Ponceña - Ahora Sí.mp3,413.6933333333333,0.14180292,[114.84375],0.07673330320121095,2944.110411519707,2969.612075793357,5485.589085915794,22.9161715403376,-165.89282,129.6746,-45.963737,49.383934,-0.82823664,6.909837,-3.4608223,13.019491,-3.9633906,-0.84801924,-2.560091,7.428774,-2.4096744,0.46230045,0.36660782,0.38141897,0.39604744,0.34427112,0.3664923,0.38530797,0.53976226,0.46052998,0.42527238,0.42570376,0.43280095,-0.004766362101505279,0.16433051187633008,0.12195469524803211,0.05408988193456131,0.001721533940860743,-0.003022753080972299
Stereo MC's - Connected.mp3,313.0514285714286,0.10450976,[101.33272059],0.09377297900635083,3579.8565003209724,3463.6101597629386,7229.442544516619,20.48727746855462,-158.48372,115.77749,-38.36924,66.54595,-19.469534,24.088211,-3.7067733,13.780506,-11.031803,12.465363,0.71902376,5.7043715,6.2088485,0.48057786,0.5286646,0.50874436,0.57531375,0.685966,0.6147483,0.6145177,0.4856117,0.48974046,0.55045956,0.483023,0.4965481,0.01727223337865484,-0.08979106923012783,-0.09256743909126253,-0.034904487806427784,0.010720863809243208,0.025219023989941098
Such A Funny Way.mp3,232.8497052154195,0.23406316,[117.45383523],0.04944954730580346,2439.3125563823096,3001.674606011981,5147.640126518329,22.051750194241365,-134.23892,137.6919,-18.367527,49.566444,-4.055057,23.106714,-11.15098,12.672668,-2.8635178,0.35675487,6.916058,-1.5755986,3.126482,0.3853202,0.48986658,0.5369569,0.41910443,0.45289582,0.4257814,0.51805335,0.4304732,0.39851817,0.45731944,0.3763774,0.41849765,0.12764518292619345,-0.0179164255330864,0.04017782248441456,-0.07011268909044276,-0.004886424095534107,-0.016958051809850737
Tamba Fuego - Mascaras.mp3,318.56621315192746,0.1434131,[105.46875],0.0819167957361516,3430.7225951183914,3508.1040648915687,6896.764787946428,21.762854853821118,-120.04116,125.98622,-43.910477,41.34039,-18.707138,30.111526,-21.18521,13.6382885,-10.1060295,10.904326,-6.444038,8.400599,-3.5630846,0.46792296,0.40097067,0.43565917,0.32060453,0.44393605,0.40961868,0.31094927,0.36504042,0.34573478,0.44368705,0.35477233,0.43324906,0.007532516470046991,0.07472260414955235,-0.050363634894557884,0.01733233170358479,0.004239306019815322,0.004146434816959662
Tania - Pena Que Yo Siento.mp3,205.4018820861678,0.17534137,[86.1328125],0.06386085077294823,2887.959063240636,3193.8921551053154,6153.256412569063,23.171278392673553,-158.62543,132.77142,-27.46149,45.393627,-16.022463,30.106157,-12.821831,16.957743,1.8924567,-2.2266922,6.4064326,0.28821844,-2.068462,0.56875354,0.42948717,0.34919932,0.33504298,0.45669293,0.37351957,0.309721,0.29112586,0.28284857,0.33965006,0.31095052,0.46082598,0.11149117336126241,-0.018020144479596007,0.03642520233097025,0.10780755063002895,0.004408946835265811,0.01166164377603745
Tariq Trotter & El Michels Affair - Grateful (Instrumental).mp3,171.80444444444444,0.27118936,[139.67483108],0.05118533003708021,2281.3184108206383,2584.3578424068855,4631.33379868361,21.977142364431465,-134.91763,147.62624,-34.208427,46.524593,-5.087779,19.201496,-2.4033575,-1.5980595,3.6432323,-1.1160114,6.271267,5.760405,5.163778,0.3902859,0.38867283,0.4234332,0.50405157,0.55342656,0.5517646,0.46755648,0.4439334,0.44983643,0.443898,0.47097027,0.40519077,0.07821731106356736,-0.05076575726888259,-0.04714780893740725,0.14063548363573533,0.0476222141235959,-0.03176496089435642
The Comet Is Coming - Final Eclipse.mp3,274.9866666666667,0.18493009,[123.046875],0.04272526904738031,2143.508428096589,2813.9996339954773,4381.735011748765,21.059288075540113,-158.88264,156.38838,-19.827755,24.710236,1.5279562,17.939661,-3.1610365,2.864755,-2.0913954,3.364496,-0.22157505,-1.4989707,-6.7547417,0.61424387,0.504251,0.5361005,0.50258964,0.42803326,0.40895545,0.44714755,0.5218441,0.40764594,0.41982973,0.47128376,0.5245706,-0.03502894470051123,0.07314422946969204,0.1081324862026269,0.045794099516829084,0.010468500209254085,0.026209490510503676
Tommy Olivencia - Lo Dudo.mp3,314.2,0.21753089,[126.04801829],0.05127239999030041,2311.1645620758604,2704.065539382603,4571.8993247526605,22.499984557665737,-124.17612,156.83505,-36.4504,43.531265,-2.695569,10.304064,-12.16148,4.7923923,-7.2817683,-2.78165,-1.3038605,1.3850038,-2.168096,0.51729953,0.47373754,0.39089707,0.2953595,0.37129077,0.33093312,0.27889243,0.28762266,0.33275372,0.39732456,0.33887804,0.46276295,0.13126759815969882,-0.0042640967960474035,-0.08571529848114903,0.0788589345476365,0.009113446554961699,-0.0015822601926330992
Tommy Olivencia - Lobo Domesticado.mp3,290.4533333333333,0.23764415,[97.50884434],0.060722217503397555,3288.5881530269116,3908.9511600947917,7111.37949426413,22.414087527091446,-89.251625,125.55078,-19.776844,24.485378,-4.352587,16.727531,-10.684316,17.429083,-6.7275076,10.744892,-8.069141,11.844236,-3.1165867,0.4224093,0.4362904,0.42295027,0.34651184,0.4143826,0.36240777,0.44159666,0.4263337,0.42951974,0.5403617,0.42849782,0.49178353,0.1942914089218211,0.023186369748361316,0.006172532625201518,-0.06368058494639371,-0.008393797828313483,0.0006814831811835356
Trio Ternura - A Gira.mp3,183.05356009070294,0.1397124,[109.95678191],0.09634442189382889,4186.292244325023,4387.397055009107,9319.848098604878,21.632215952033448,-130.28989,110.713234,-8.727397,37.22,-10.27875,32.683014,-21.47427,18.830591,-14.185848,6.5937986,-9.909237,9.134533,-9.031414,0.4367067,0.38612124,0.39277562,0.4328367,0.36039975,0.36259174,0.44025356,0.48408118,0.54107714,0.41683623,0.36671463,0.47571105,-0.030314703457689333,-0.08096943013477408,0.030465783398526836,0.1029151495794896,-0.02112107228293948,-0.010435257886271854
Vicentico Valdés & Miguelito Valdés - Yo No Soy Guapo (feat. La Sonora Matancera).mp3,186.41333333333333,0.17207636,[103.359375],0.04125743931774304,1773.497818158596,2220.905435011126,3442.7215958188017,21.645773648232076,-182.74335,170.98222,-23.84608,34.753174,13.754932,7.740327,3.1647716,11.218301,-12.420207,3.7992697,-6.127457,-2.9741523,2.0981383,0.53963614,0.42597952,0.4624531,0.45961845,0.32428083,0.29921085,0.33601078,0.41478255,0.3854533,0.40604147,0.44264966,0.5338583,0.03457254751345714,0.09088137387037455,0.10213058247548167,0.07370856020950306,-0.015486709584458181,0.00909583848430462
Willie Colón - El Dia De Mi Suerte.mp3,356.902358276644,0.19384369,[132.51201923],0.06922140376459729,2785.760904151507,2937.328053133038,5659.2874931130455,21.665566931075794,-106.581795,146.1001,-50.82533,54.085377,-10.840819,23.642385,-16.62657,6.7354007,-3.4640186,1.844513,-2.635855,4.762663,-4.9644513,0.49241278,0.4325923,0.52592075,0.44811302,0.37097126,0.40125486,0.44068956,0.47908852,0.36347973,0.42548192,0.44694507,0.4425768,-0.03287497052862907,0.05728401751920978,0.11379718215372728,0.0683362950093829,-0.0031320118043671216,0.0024287518006933695
Zaperoko - No Quedo Ni El Gato.mp3,366.8,0.11462194,[97.50884434],0.052528145177881874,2449.819927057448,2953.0520525272646,5044.973089357354,22.53663422939186,-182.40685,146.38501,-30.212292,50.820217,-1.6203543,17.411642,-3.4773855,9.915423,-0.085707515,3.8771775,-6.038707,4.4263077,1.3885335,0.5826672,0.45182058,0.40685686,0.3542529,0.42632613,0.42879865,0.33398473,0.4012396,0.38327813,0.4283679,0.41867688,0.44355965,0.13175937791540684,0.11806679790652494,0.0008718618961370928,0.02905546433447441,-0.010821854376165755,0.02332482470555359
Zohra - Badala Zamana (Habibi Funk 015).mp3,190.12501133786847,0.18604468,[112.34714674],0.07455682297391159,3148.6201996346567,3568.9319721021225,6419.682000910194,21.436221424561996,-107.136246,132.51936,-28.230762,30.286484,-13.267225,15.565527,-8.750541,13.118463,-5.589178,2.3367376,-7.164422,8.100781,-6.4567575,0.313117,0.39651418,0.45271537,0.35472053,0.3898225,0.4503725,0.6122232,0.34060115,0.27526438,0.41050524,0.37998483,0.39203134,0.04215987769573062,-0.023677437908952683,0.01440566639934722,-0.07899720673594637,-0.0017932254279662148,0.008893789146713389
