Id,Servicio wifi a bordo,Hora de salida/llegada conveniente,Facilidad de reserva en línea,Ubicación de la puerta,Alimentos y bebidas,Embarque en línea,Comodidad del asiento,Entretenimiento a bordo,Servicio a bordo,Servicio de sala de piernas,Manejo de equipaje,Servicio de facturación,Limpieza
9877,3,4,3,4,3,3,3,3,3,3,3,1,3
40328,4,3,3,3,4,4,5,4,1,5,4,5,4
129209,2,5,2,3,1,5,3,1,1,2,1,4,1
60711,2,2,2,2,5,2,2,2,2,2,2,3,3
117385,3,3,3,4,3,3,3,3,3,4,5,4,3
97761,1,4,1,1,2,1,2,2,5,4,4,3,2
3264,5,5,5,5,4,5,5,4,4,4,4,5,5
103711,5,5,0,2,2,0,2,2,5,5,4,5,2
62373,5,5,5,5,5,3,5,5,5,5,5,5,3
48283,1,5,0,1,0,3,3,3,1,3,4,3,3
122344,1,1,1,1,2,5,5,4,4,4,4,5,3
104110,3,4,3,2,3,3,3,3,3,5,4,5,3
1760,2,2,2,2,1,4,4,2,2,2,2,1,4
6674,1,1,1,1,5,5,5,4,4,4,4,5,4
55590,5,5,5,5,4,4,5,4,4,4,4,3,3
122964,4,4,4,4,5,5,5,5,3,4,4,3,5
49400,3,3,4,3,5,5,3,5,5,5,4,5,2
8275,4,4,4,2,4,2,3,5,5,4,3,3,2
91584,3,5,3,3,3,4,4,5,3,5,4,4,4
97144,2,2,2,4,1,2,1,1,2,1,3,2,1
100293,2,5,4,5,2,2,2,2,2,1,4,4,2
55304,5,4,4,2,4,4,5,4,4,5,3,5,4
85138,5,5,5,5,2,5,4,5,5,5,5,5,5
89012,1,1,1,1,2,5,5,4,4,4,4,3,3
88374,1,2,1,2,1,1,1,1,2,5,2,4,1
43326,4,0,4,3,2,4,3,2,1,4,3,3,2
80854,2,4,2,3,1,4,3,5,5,2,1,2,1
97450,1,5,1,4,5,5,5,2,2,1,2,3,3
59187,4,4,4,2,4,4,1,4,3,4,4,3,4
101742,5,5,3,5,4,5,4,4,4,4,4,4,4
11004,3,3,3,3,2,3,1,5,5,5,5,5,1
108666,3,3,3,3,2,4,5,5,5,4,5,4,5
12248,5,1,5,5,5,3,3,4,4,4,5,2,5
99724,3,3,3,3,5,4,5,5,5,5,5,4,3
73454,4,4,3,1,3,3,3,3,4,2,4,5,3
96175,2,2,5,2,2,2,2,2,3,1,4,4,2
85309,3,5,3,5,4,3,4,4,4,5,4,5,4
94878,3,4,5,4,3,3,3,3,3,4,4,1,3
19437,2,2,2,3,2,3,3,4,4,2,2,2,4
26774,3,3,3,3,3,1,1,3,3,3,3,5,3
56778,1,3,1,2,2,1,2,2,3,1,1,5,2
55414,1,1,1,1,5,5,5,5,2,4,5,5,5
95656,3,4,4,4,3,3,4,3,3,3,3,3,4
20921,3,2,2,2,3,3,3,3,4,2,2,3,3
14917,2,3,2,4,4,2,4,4,4,2,4,3,4
18581,3,2,2,4,4,2,4,4,2,5,3,1,4
42277,3,3,3,3,4,4,4,4,2,1,4,3,4
10749,4,4,4,4,5,5,4,5,5,5,5,5,3
102714,4,5,4,4,3,4,1,3,3,3,5,5,3
36380,2,5,5,5,5,2,3,2,2,2,2,2,2
89392,1,2,2,2,3,2,2,1,1,1,1,3,4
74805,2,2,3,2,3,4,5,4,4,4,4,5,5
54416,4,3,2,3,4,4,4,4,3,1,3,5,4
84977,2,2,2,2,5,3,4,2,2,2,2,4,3
61613,1,1,5,1,3,4,4,2,2,2,2,3,4
19739,3,4,3,3,4,3,4,4,4,3,2,2,4
121109,3,5,3,4,1,3,1,1,3,4,5,5,1
101311,2,5,2,4,3,5,5,4,4,2,4,4,5
37317,1,1,1,1,1,2,2,4,4,4,4,1,1
14108,2,2,2,3,5,2,4,5,2,1,3,4,5
98977,2,3,2,3,1,4,4,2,2,2,2,4,1
116401,1,1,1,4,2,1,2,2,4,1,4,2,2
73353,3,5,5,5,3,3,3,3,3,5,3,2,3
71599,3,2,2,2,3,3,3,3,3,3,3,1,3
112156,5,3,3,3,2,3,4,5,5,4,5,4,4
20960,5,5,5,5,2,5,4,5,5,5,5,2,3
70879,2,4,2,2,4,4,5,3,3,2,4,4,4
25121,2,4,2,2,1,2,1,1,4,4,2,2,1
101093,3,3,3,3,5,4,5,5,5,5,5,4,4
74839,3,4,4,4,2,3,4,3,3,3,3,2,2
85781,4,4,4,4,3,4,5,2,2,2,2,4,5
39435,4,1,1,1,4,5,4,4,1,3,2,4,4
26602,3,5,3,4,1,3,2,1,3,2,2,1,1
51115,0,5,0,2,4,0,4,4,4,3,5,3,4
129479,1,1,1,1,3,3,4,4,4,4,4,4,3
124730,1,1,1,3,5,1,5,5,3,5,4,1,5
23369,2,2,2,2,2,2,2,2,3,4,3,4,2
36163,3,4,4,4,2,5,2,3,3,3,3,3,4
64252,4,4,4,1,3,4,4,5,5,4,5,5,3
65626,1,5,1,5,4,1,4,4,5,4,5,3,4
23709,0,4,0,3,2,0,2,2,4,2,5,5,2
65520,3,3,3,3,4,5,4,4,4,4,4,3,5
116104,3,2,3,4,2,3,1,2,4,2,3,4,2
72650,2,4,2,1,3,2,4,3,4,3,5,4,3
87305,3,4,3,3,5,5,4,3,3,3,3,5,5
42452,1,1,1,5,3,1,3,3,1,3,5,2,3
105620,2,2,2,3,2,2,3,2,5,3,4,5,2
41831,3,3,3,3,5,3,5,5,1,3,5,1,5
58003,1,1,4,1,2,4,5,5,5,4,5,4,3
68326,2,1,1,1,2,2,2,2,1,2,1,4,2
77007,4,4,4,4,3,5,5,4,4,4,4,5,3
68346,3,3,3,2,1,3,1,1,4,4,3,5,1
113204,4,4,4,4,5,4,4,4,4,4,4,5,3
2008,1,3,1,3,3,1,4,3,1,1,2,4,3
5022,2,2,2,2,3,5,4,4,4,4,5,5,5
11390,2,2,2,3,2,2,2,2,4,3,5,3,2
25313,1,3,1,3,2,1,2,2,3,3,4,1,2
10093,2,4,4,4,5,3,3,2,2,2,2,3,1
74113,1,2,0,3,0,1,1,2,2,4,4,1,1
7397,2,2,2,2,3,4,5,4,4,4,4,4,5
52415,4,2,4,3,4,4,4,4,2,3,4,4,4
34482,2,0,2,4,3,2,3,3,4,3,4,5,3
99426,3,4,4,3,4,4,4,4,4,3,5,4,4
83116,3,5,4,4,3,4,3,3,4,2,5,4,3
82671,3,3,3,1,2,3,2,2,5,5,4,4,2
13653,2,2,2,2,2,2,2,2,3,4,3,4,2
12062,4,4,4,4,5,4,5,5,1,2,4,2,5
31327,5,5,4,3,2,4,2,2,4,3,5,5,2
84451,2,2,4,2,3,5,5,5,5,5,5,5,5
603,4,0,4,3,4,4,4,4,5,4,5,4,4
10330,1,1,1,1,3,5,4,4,4,4,4,5,5
33498,2,5,2,4,5,2,5,5,2,1,5,3,5
7876,2,2,2,4,5,2,5,5,4,4,4,2,5
39847,5,5,4,5,2,4,1,4,4,5,4,1,4
40252,3,1,1,1,3,3,3,3,4,2,4,3,3
73333,5,5,5,5,3,5,4,4,4,4,4,4,5
122819,2,2,2,4,1,2,1,1,4,2,4,3,1
35253,4,3,3,3,5,4,5,5,3,3,4,2,5
33992,4,4,4,4,5,5,5,5,3,5,5,3,5
12042,2,0,2,5,3,2,1,3,5,2,2,4,3
6026,0,0,0,4,3,0,3,3,3,4,5,5,3
100983,1,5,1,3,5,1,5,5,3,4,3,4,5
107252,3,3,3,4,5,3,5,5,4,5,5,5,5
115234,1,2,1,3,1,1,1,1,4,5,3,4,1
45686,2,2,2,2,4,4,4,4,2,2,2,4,4
104596,2,3,2,4,4,2,4,4,1,5,4,1,4
78897,1,1,1,1,1,1,1,1,1,4,2,2,1
83298,3,4,3,3,4,4,4,4,3,2,3,3,4
112554,2,3,5,5,2,3,4,3,3,2,3,3,4
16222,3,0,3,2,3,5,4,2,2,3,2,4,4
84091,2,5,2,5,3,5,5,2,2,2,3,4,5
54592,4,4,3,3,2,3,2,2,4,5,4,4,2
12621,1,5,1,3,2,1,2,2,2,3,4,4,2
68955,3,4,3,3,2,5,4,1,1,3,1,3,5
87974,2,2,2,4,4,2,4,4,5,2,5,5,4
127288,1,1,4,1,4,4,5,5,5,5,5,3,4
21665,2,2,2,5,1,2,1,1,2,2,5,3,1
13886,3,5,3,5,1,3,1,1,3,2,4,5,1
37095,1,1,1,3,5,1,5,5,5,3,4,3,5
5601,1,1,1,1,3,4,3,3,3,2,5,3,3
16424,5,2,2,2,5,5,5,5,1,4,5,5,5
54237,4,4,4,4,3,5,5,5,5,5,5,4,2
103479,1,1,1,1,3,4,5,4,4,4,4,3,3
76283,2,5,2,2,1,2,1,1,4,3,5,4,1
96566,1,1,1,1,2,5,5,4,4,4,4,3,4
17913,4,4,4,4,5,5,5,5,2,5,4,1,5
51923,5,2,2,2,5,5,5,5,1,5,1,5,5
81424,3,1,1,1,1,3,3,3,3,3,3,1,3
64675,2,2,2,2,5,5,4,5,3,2,4,5,5
54816,0,0,0,2,5,0,5,5,2,2,2,5,5
62850,2,1,2,3,3,3,2,3,3,2,4,4,4
92594,2,2,2,2,4,3,5,5,5,5,5,3,5
84292,2,2,2,3,1,2,1,1,4,5,4,3,1
102225,3,4,4,3,1,3,1,1,4,5,5,5,1
88183,1,1,1,1,2,2,2,5,3,5,5,2,2
124195,3,3,3,3,4,4,4,4,2,5,4,4,4
71444,4,4,4,3,3,4,3,3,5,5,5,5,3
112695,3,3,3,4,2,3,2,2,4,5,5,4,2
56415,3,3,4,3,5,5,4,4,4,4,4,5,3
90694,4,4,5,4,4,4,4,4,5,5,4,4,4
3173,5,5,5,5,3,4,4,4,4,4,4,5,5
82891,5,5,5,2,4,4,5,4,4,5,4,3,4
69079,4,5,4,2,5,5,5,4,4,4,4,4,4
41148,4,4,4,5,5,1,2,4,4,4,4,3,4
112430,1,1,1,1,2,5,4,4,4,4,4,3,4
67391,0,0,0,2,3,0,3,3,4,2,5,4,3
3898,1,5,3,3,3,2,1,1,1,1,1,3,1
18446,3,3,3,3,3,5,4,5,5,5,5,4,4
12986,4,3,3,3,1,3,1,4,4,4,4,2,2
12226,2,1,0,2,3,0,3,3,3,3,2,4,3
3750,1,1,1,1,1,1,1,1,3,2,1,3,1
86379,4,4,4,4,4,5,4,5,5,5,5,3,3
19985,2,2,2,2,1,2,1,4,4,4,4,3,2
74184,3,4,3,4,4,4,4,2,2,3,2,5,3
115547,3,4,4,4,3,3,3,3,2,5,3,1,3
108579,3,3,3,3,5,4,5,3,3,3,3,5,3
14391,5,5,5,3,4,5,4,4,2,4,3,3,4
9063,2,1,2,4,4,2,4,4,2,5,4,2,4
23252,1,1,1,1,3,3,3,4,4,4,4,1,1
51889,3,5,5,5,2,1,5,3,3,3,3,3,3
47523,2,4,2,3,4,3,3,2,2,2,2,1,2
43088,3,5,3,3,1,3,1,1,3,2,4,3,1
47092,1,2,1,4,4,4,3,1,1,1,1,1,3
103149,2,1,1,1,1,1,1,1,4,3,5,4,1
23862,1,4,1,1,2,1,2,2,4,5,4,5,2
118458,2,2,2,4,3,2,3,3,4,3,4,5,3
97373,2,4,2,3,4,2,4,4,4,4,5,5,4
44105,3,3,3,4,2,3,2,2,4,4,3,2,2
7428,1,3,3,3,1,1,3,1,3,2,4,1,1
95684,2,4,2,1,5,4,5,5,5,2,5,4,3
64662,0,0,0,4,2,4,5,2,2,2,2,5,3
100209,5,5,5,5,2,4,5,5,5,4,5,3,4
79594,5,5,5,5,2,5,5,4,4,4,4,3,4
89356,4,1,4,1,3,4,3,3,3,3,2,4,3
109119,2,3,2,1,1,2,1,1,5,5,5,4,1
54887,2,1,2,3,1,2,1,1,4,3,3,2,1
98627,1,1,3,1,1,1,1,1,3,5,3,1,1
42249,3,3,3,3,4,3,4,4,4,3,3,2,4
104516,1,1,1,1,4,4,4,1,1,1,1,3,2
107171,3,5,5,5,3,4,3,3,2,2,4,4,3
48837,2,1,0,3,3,4,3,1,1,0,1,3,4
100674,3,4,4,4,3,3,3,3,4,3,3,2,3
100204,3,3,3,3,4,4,4,4,4,5,4,4,5
18979,2,5,5,5,2,2,2,2,2,3,3,1,2
16925,4,4,4,4,4,4,4,4,2,3,2,4,4
94794,3,3,3,3,3,4,3,3,3,3,3,3,1
109410,1,1,1,1,3,4,3,3,3,3,4,4,3
67736,3,2,2,2,1,3,1,1,2,2,1,4,1
51273,4,4,4,3,3,4,3,3,1,5,1,1,3
48561,2,1,2,4,5,2,5,5,3,4,4,2,5
74894,1,1,3,1,5,5,4,4,4,4,4,5,5
14963,1,1,1,1,3,5,3,3,4,1,1,5,3
38882,5,5,3,5,4,4,4,4,4,3,3,2,4
129760,1,4,4,4,1,1,1,1,2,4,3,3,1
122554,0,5,0,1,2,0,2,2,5,2,4,5,2
3745,1,2,5,3,2,3,4,2,2,5,2,1,1
39771,2,4,4,4,2,2,2,2,2,1,3,4,2
60496,2,2,2,3,3,2,3,3,4,5,5,4,3
93512,3,3,3,3,5,4,4,3,3,3,3,2,4
29096,4,5,4,2,4,4,1,4,4,4,4,3,4
27594,2,3,2,3,3,2,2,3,5,3,2,5,3
20474,4,3,4,2,2,4,2,2,5,2,1,4,2
111385,2,3,3,3,5,4,4,2,2,2,2,4,3
85157,2,2,2,2,5,4,5,5,5,5,5,5,5
14919,3,4,3,5,4,3,4,4,3,5,4,4,4
62219,4,2,4,3,3,4,3,3,3,5,3,4,3
22729,5,5,5,5,4,5,2,5,5,5,3,1,3
72535,3,5,5,5,3,3,3,3,4,2,3,3,3
121369,4,2,4,4,4,4,4,4,2,5,4,4,4
98163,1,4,1,1,5,5,5,1,1,1,1,5,5
57488,5,5,5,5,4,5,5,2,2,2,2,3,3
125355,1,2,1,2,5,1,5,5,1,5,3,1,5
9289,2,4,3,3,2,3,2,2,5,4,5,4,2
87450,2,2,2,2,5,4,5,4,4,4,4,5,4
46992,4,1,1,1,4,4,4,4,1,4,2,5,4
13736,2,3,4,3,2,2,2,2,5,2,1,2,2
2850,3,1,1,1,3,2,3,3,1,5,4,2,3
127433,1,5,2,4,2,2,2,2,2,3,1,4,2
15862,4,4,4,4,4,2,4,4,4,4,4,2,5
1165,2,5,2,1,3,2,5,1,1,2,5,2,5
35802,4,4,4,4,5,4,4,5,5,5,5,3,4
55680,1,1,1,1,2,5,5,4,4,4,4,5,3
6638,4,4,4,5,4,4,4,4,3,5,4,5,4
44317,4,4,4,3,2,4,2,2,4,5,5,5,2
33591,5,4,4,4,5,5,5,5,5,2,3,2,5
10684,2,2,2,2,2,2,2,2,4,4,2,4,2
6829,2,5,2,5,2,5,5,5,5,5,4,5,5
123912,3,4,3,2,4,3,4,4,3,4,5,1,4
103045,3,4,3,3,2,3,2,2,3,1,4,4,2
92897,1,0,1,5,5,1,5,5,3,4,4,4,5
17183,3,5,3,3,2,3,4,2,5,4,5,4,2
77789,4,4,4,4,1,4,1,1,1,4,3,4,1
83815,4,4,4,4,2,4,5,5,5,5,5,5,4
84676,3,3,3,4,4,3,3,4,3,5,4,2,4
90179,2,4,1,1,1,1,1,1,5,2,3,3,1
126910,1,1,1,4,1,1,1,1,3,4,5,3,1
66849,3,2,3,3,4,3,4,4,2,4,3,4,4
51549,5,3,3,3,3,1,1,4,4,5,4,5,1
54588,5,5,5,5,3,5,5,5,5,5,5,4,3
122300,3,4,3,1,1,2,2,4,4,3,4,5,4
25086,1,1,1,1,1,2,3,4,4,4,4,2,5
73770,3,4,0,2,1,0,1,1,5,5,4,3,1
28168,2,2,2,4,1,2,1,1,3,1,3,3,1
94319,0,0,0,1,2,4,5,2,2,2,2,4,4
2798,2,5,2,4,4,2,4,4,2,1,3,3,4
114737,3,3,3,3,3,4,5,5,5,5,5,4,3
56597,2,2,2,2,5,4,5,5,5,5,5,5,3
108316,3,3,2,3,5,4,5,5,5,5,5,3,4
35165,4,3,3,3,4,5,5,4,2,1,1,5,5
10734,3,3,3,3,3,4,4,5,5,5,5,4,4
62723,2,2,2,2,5,5,5,5,3,5,4,3,5
14533,4,4,4,4,4,4,4,4,1,3,4,1,4
29997,1,5,5,5,3,4,3,4,4,4,1,4,4
119385,1,1,1,1,2,4,4,4,4,4,4,5,4
94241,4,4,4,4,4,4,5,4,4,5,4,3,5
66265,2,0,2,2,4,2,1,5,5,2,5,2,3
127562,1,1,1,1,4,3,4,2,2,2,2,3,5
128084,3,4,4,4,3,3,3,1,5,1,3,3,3
90786,2,3,3,3,2,2,2,2,1,5,4,1,2
22726,3,3,5,3,4,4,4,4,4,2,4,4,4
27519,1,4,1,2,3,1,3,3,4,3,4,4,3
96414,1,4,1,1,5,1,5,5,3,5,4,4,5
63908,3,3,3,3,4,3,3,4,4,5,4,2,1
42746,4,3,4,3,3,4,4,4,4,4,4,1,3
12215,2,2,2,2,5,4,4,4,4,5,5,5,5
81502,1,4,1,5,3,1,3,3,3,3,4,4,3
40309,3,2,5,1,3,5,3,3,3,3,2,4,3
113097,4,4,4,2,3,4,3,3,4,2,5,3,3
18429,2,2,2,2,2,4,4,4,4,4,5,3,3
56084,4,3,4,4,5,5,5,3,5,5,5,5,5
104584,4,5,5,5,3,4,3,4,4,4,4,4,2
27196,4,5,5,5,4,4,4,4,3,3,3,2,4
86393,3,3,3,3,4,5,4,5,5,5,5,3,5
18350,2,5,2,2,4,2,4,4,2,2,1,3,4
5090,4,4,4,4,4,4,4,4,5,2,5,2,4
94363,5,5,3,5,2,4,5,4,4,4,4,4,3
595,5,5,5,5,3,5,4,5,5,5,5,5,5
50616,3,2,3,4,3,3,3,3,4,5,3,3,3
708,1,4,4,4,3,2,3,3,3,3,1,1,4
75473,2,1,2,2,5,2,5,5,2,1,2,4,5
114608,2,2,2,2,3,4,5,5,5,5,5,4,4
4623,2,2,2,2,5,4,4,2,2,2,2,3,4
33898,2,3,2,3,2,3,3,4,4,4,4,3,3
23841,5,4,4,4,5,5,5,5,1,5,5,3,5
129877,3,5,3,4,2,3,2,2,5,5,5,5,2
47934,3,2,3,1,5,3,5,5,2,4,1,3,5
97544,4,4,4,4,4,4,4,4,4,4,1,5,4
10971,3,3,3,3,5,3,5,5,4,2,4,4,5
61323,4,3,5,4,2,5,3,2,1,5,3,2,2
20313,2,5,2,1,4,2,4,4,4,5,3,1,4
21939,1,0,1,3,3,1,1,3,2,2,3,2,3
37654,2,3,2,3,2,2,3,2,3,5,3,2,2
45068,3,4,3,3,3,4,5,3,3,3,3,5,5
84624,1,5,0,2,3,0,1,3,4,3,5,4,3
122762,5,5,4,5,2,5,5,5,5,5,5,4,5
27558,3,3,4,4,2,4,2,2,4,5,3,1,2
11098,1,5,1,5,3,5,4,2,2,1,2,5,4
95565,3,3,3,1,2,3,2,2,1,2,3,5,2
22967,2,5,5,5,2,2,2,2,4,4,2,3,2
9470,2,2,2,2,2,2,2,2,4,1,4,2,2
69516,5,5,5,5,3,3,3,4,3,4,5,3,3
78019,0,1,1,3,3,1,3,2,2,4,4,1,3
46380,2,3,3,3,5,3,5,5,2,3,2,5,5
67387,1,1,1,1,3,5,5,4,4,4,4,3,4
98494,1,1,1,1,3,3,3,5,4,4,5,3,3
23314,1,3,3,3,4,2,3,1,1,1,1,4,3
11865,1,1,1,1,3,5,5,5,5,4,5,5,3
93888,3,5,5,5,2,4,4,3,3,3,3,1,1
64041,3,3,3,2,4,3,5,4,5,5,5,4,4
45007,2,1,1,1,4,3,4,2,2,2,2,2,3
75076,2,2,2,4,2,2,2,2,3,3,2,1,2
73610,1,3,1,4,4,1,4,4,2,1,3,1,4
66324,1,4,2,3,3,2,2,3,5,5,5,4,3
44499,4,1,1,1,4,4,4,4,1,1,5,1,4
4170,2,4,2,4,3,2,3,3,1,5,4,4,3
173,1,1,1,1,2,5,4,5,5,5,5,4,4
61847,1,4,4,4,1,1,1,1,2,4,4,4,1
14490,3,4,3,3,4,3,3,4,3,4,4,4,4
124507,4,4,4,5,2,4,2,2,5,2,4,3,2
111467,2,4,2,3,4,2,2,4,3,4,4,5,4
2895,3,1,3,1,5,3,4,5,3,4,1,1,5
101222,5,5,5,5,3,4,5,4,4,4,4,4,5
17018,2,2,2,3,2,2,2,2,4,1,4,2,2
20618,1,5,1,1,5,1,3,5,5,5,4,4,5
12703,1,2,2,2,5,4,3,1,1,1,1,1,4
21851,2,1,2,3,1,2,1,1,2,5,3,2,1
23495,3,5,3,5,4,3,4,4,5,2,4,5,4
21600,2,2,2,2,4,2,4,4,1,2,4,5,4
5919,2,5,2,3,2,1,3,4,5,5,1,3,3
33238,4,4,4,4,4,4,4,4,3,5,1,2,4
19093,0,2,0,3,5,2,3,1,1,0,1,4,4
93571,3,3,3,3,5,5,4,5,5,5,4,5,5
102038,2,2,2,2,5,5,5,5,3,3,5,4,5
88891,2,3,5,3,2,2,3,2,2,1,4,1,2
98868,1,1,1,1,4,4,4,4,4,5,4,3,4
10216,2,2,2,2,5,4,5,5,4,2,5,3,5
43217,3,3,3,3,3,3,3,3,3,2,2,4,3
123215,3,4,4,3,5,4,5,5,1,1,4,1,5
54481,3,3,3,3,4,3,4,3,3,3,3,3,3
101273,2,2,2,2,4,4,4,4,5,2,4,3,4
107357,2,0,3,2,4,3,4,4,1,4,5,4,4
71820,1,1,1,2,5,1,5,5,1,4,1,3,5
90298,2,5,1,3,4,1,4,4,4,3,4,5,4
30112,2,1,2,3,3,3,4,5,5,2,5,3,3
49518,3,0,3,1,5,3,2,5,4,5,5,1,5
95689,2,2,2,4,3,2,3,3,4,2,4,5,3
3877,2,2,2,2,3,5,5,5,5,5,5,3,4
100197,4,4,4,4,4,4,4,4,5,5,4,3,4
85444,2,2,2,4,2,2,2,2,3,5,4,5,2
63494,3,1,3,4,3,3,3,3,1,5,4,4,3
122457,5,0,5,4,4,5,4,4,5,5,5,3,4
84604,4,4,4,4,2,4,2,2,4,2,4,1,2
97047,3,5,3,5,2,3,2,2,4,5,5,3,2
22057,3,1,4,4,5,4,4,3,3,3,3,4,3
17846,3,3,3,3,2,3,2,2,1,4,3,1,2
61345,5,5,5,5,4,5,5,5,5,5,5,4,5
2960,5,5,5,5,3,5,3,3,5,5,4,3,3
101522,3,3,3,3,2,3,2,2,3,1,3,5,2
89462,2,0,0,2,5,0,5,5,5,2,3,5,5
12636,2,5,5,5,2,2,2,2,3,3,3,4,2
127730,2,3,3,3,2,2,2,2,2,5,4,1,2
113543,4,2,2,2,3,3,3,4,4,3,4,1,4
5721,1,5,1,4,3,1,3,3,3,2,5,4,3
88494,5,4,5,1,2,5,2,2,4,5,2,5,2
19603,3,2,3,3,4,3,4,4,4,5,4,2,4
69027,1,1,1,1,3,4,4,5,5,5,5,3,5
22934,4,5,5,5,4,4,4,4,5,1,5,5,4
23391,3,3,3,3,5,5,4,5,5,5,5,5,3
55301,3,5,5,5,2,3,2,3,3,3,3,4,3
106083,1,1,1,1,2,5,5,5,5,5,5,3,5
14818,4,4,5,4,4,4,4,4,1,1,5,2,4
116453,4,4,4,4,2,4,2,2,2,4,4,4,2
58234,2,4,2,5,2,2,2,2,3,3,4,5,2
46203,3,3,3,3,2,5,4,4,4,4,4,4,5
49766,2,2,3,2,1,3,2,4,4,4,4,1,2
88150,4,4,4,4,3,4,5,5,5,4,5,3,5
46173,2,4,2,4,4,5,4,1,1,2,1,4,4
53496,4,3,4,4,4,5,3,4,2,4,4,3,3
86769,1,0,1,4,4,1,4,4,4,2,5,4,4
17322,1,4,1,3,3,1,4,3,4,5,5,3,3
29720,2,4,2,3,2,3,5,3,5,3,3,5,5
18895,2,2,2,2,3,4,4,2,2,2,2,2,4
54647,5,5,5,5,5,5,5,4,4,4,4,3,5
9428,2,2,2,2,3,4,4,4,4,4,4,5,4
123249,2,0,2,1,4,2,3,4,5,4,5,4,4
75455,1,3,3,3,1,4,3,1,1,1,1,1,4
12684,3,3,3,3,3,3,3,3,2,4,3,5,3
27491,0,5,0,1,4,1,2,1,1,1,1,3,2
16331,1,5,1,2,5,1,5,5,3,4,4,3,5
98424,1,1,1,1,4,4,4,5,5,5,5,3,3
81250,4,4,4,1,1,4,1,1,5,2,5,3,1
11610,2,4,2,4,1,2,5,1,2,4,2,5,1
64979,4,0,4,3,1,4,1,1,3,2,1,2,1
74502,5,1,5,4,4,5,4,4,3,2,4,5,4
100996,3,3,3,3,4,4,4,5,5,5,5,4,5
103657,4,4,4,4,4,5,4,4,4,4,4,4,5
82409,5,5,5,5,3,5,4,5,5,5,5,3,5
30475,3,4,3,5,2,3,5,2,4,1,4,2,2
5302,3,4,3,2,4,5,5,5,5,3,3,5,5
95277,4,1,4,4,2,4,4,2,1,3,4,1,2
30204,4,4,4,4,4,4,5,4,1,4,4,5,4
117065,3,3,3,3,5,5,5,5,3,5,5,5,5
125216,2,5,2,2,4,2,4,4,4,2,4,2,4
69367,3,3,5,3,2,4,4,4,4,4,4,4,4
93159,4,2,2,2,5,2,2,4,4,4,4,3,4
121215,2,5,2,1,3,2,3,3,2,5,5,2,3
75555,3,3,3,3,4,4,4,5,5,5,5,4,4
119455,4,4,4,1,5,4,5,5,4,5,5,4,5
120286,4,4,4,4,3,3,5,5,5,5,5,5,3
82082,4,4,4,4,4,4,4,4,1,3,3,4,4
12266,5,2,2,2,5,5,5,5,5,3,4,5,5
43302,5,5,5,5,5,2,1,5,5,5,5,3,1
101416,2,4,2,3,5,2,5,5,4,4,5,4,5
100005,4,4,4,4,3,4,5,5,5,5,4,5,4
119004,3,4,3,3,3,3,3,3,3,5,5,4,3
48574,2,3,2,4,2,2,2,2,2,2,2,4,2
49377,0,3,0,3,2,2,3,5,5,5,5,1,2
76363,3,3,3,3,5,4,5,4,4,5,4,4,5
18859,4,5,5,5,4,5,4,4,5,5,3,2,4
72316,4,4,4,5,2,4,2,2,5,4,3,3,2
14482,0,3,0,4,3,0,3,3,3,5,5,4,3
2393,3,3,3,3,4,3,4,4,4,4,4,4,4
112071,1,1,1,1,4,4,4,2,2,2,2,3,4
123131,4,3,3,3,4,4,4,4,3,5,3,2,4
4856,4,4,4,4,5,5,5,5,1,1,2,2,5
34984,3,4,3,1,3,3,3,3,3,3,5,5,3
32391,3,2,3,3,4,3,4,4,2,5,4,1,4
66874,1,1,1,1,5,4,4,5,5,5,5,3,5
45799,2,3,5,3,2,2,2,2,1,1,3,3,2
9067,2,4,2,3,4,2,4,4,3,1,3,4,4
29283,3,2,2,2,3,3,3,3,1,5,4,3,3
74260,4,4,4,4,4,4,4,4,4,4,4,3,5
129779,4,5,4,2,3,4,4,3,3,3,3,2,3
99681,1,1,5,1,2,4,4,4,4,4,4,3,3
46497,2,4,4,4,5,3,2,2,2,2,2,3,3
81710,2,1,1,1,4,1,4,4,3,3,4,4,4
11271,4,3,4,3,2,4,4,3,3,4,3,5,4
122417,2,3,3,3,1,2,1,2,2,3,2,1,1
38112,4,4,5,5,4,3,4,4,4,3,4,3,4
22181,3,5,4,4,4,4,4,3,3,3,3,1,4
71778,2,1,1,1,5,1,3,5,3,4,4,3,5
47671,4,4,4,1,3,4,5,4,4,4,4,5,5
40132,5,3,1,3,5,5,5,5,2,2,2,2,5
110781,3,2,2,2,3,3,3,3,2,2,4,3,3
20135,2,5,2,2,2,2,2,2,5,2,5,1,2
50173,2,5,5,5,3,4,3,3,3,3,2,2,4
53246,4,5,5,5,4,4,4,4,3,2,1,1,4
88810,2,2,2,4,3,2,3,3,4,4,4,3,3
59823,1,1,1,1,4,5,4,3,3,4,3,3,5
37491,5,4,4,4,5,5,5,5,3,5,1,5,5
96589,5,5,4,5,4,5,4,4,4,4,4,5,5
86232,2,1,2,4,3,2,3,3,3,3,3,4,3
115506,2,5,5,5,2,2,2,2,3,2,2,3,2
29592,5,5,5,5,1,3,4,5,5,5,5,1,3
88611,2,3,2,4,1,2,1,1,5,4,2,2,1
91646,4,3,4,1,3,4,3,3,3,3,5,5,3
112356,2,2,2,2,4,4,4,4,5,2,5,5,4
60636,1,1,1,1,4,4,4,5,5,5,5,3,4
